Rad Flow,Fpv Close,Fpv Open,High,Bypass,Bpv Close,Bpv Open,label
82,0,-38,0,26,121,94,1
81,0,52,0,30,30,0,0
86,0,50,0,35,37,2,0
105,0,20,-25,68,84,16,0
88,0,56,0,30,31,0,0
77,0,52,0,26,26,0,0
81,0,52,0,29,29,0,0
79,0,52,0,26,27,0,0
86,-2,42,0,43,45,2,0
76,0,-14,16,20,92,72,1
80,0,-4,0,25,85,60,1
82,0,46,-7,34,35,2,0
75,0,26,-2,38,49,10,0
88,-2,44,25,45,44,0,0
87,0,50,-13,36,38,2,0
79,0,42,-13,36,38,2,0
79,0,26,-8,42,53,12,0
94,-3,50,0,39,45,6,1
97,0,42,-1,41,55,14,1
84,0,54,-4,28,30,2,0
97,-1,46,0,41,51,10,1
75,0,30,-25,38,44,6,0
79,0,46,22,33,32,0,0
81,-3,54,-4,26,27,0,0
100,0,50,10,52,51,0,0
80,0,50,-1,29,31,2,0
80,0,20,0,43,59,16,0
96,0,38,-8,41,57,16,1
79,0,54,27,26,24,0,0
77,0,2,3,40,74,34,0
79,0,44,25,36,35,0,0
103,0,70,-14,1,33,32,0
108,0,42,9,67,67,0,0
84,0,-18,14,4,103,98,0
81,3,38,19,44,43,0,0
79,0,24,-2,42,55,14,0
96,0,42,-30,41,55,14,1
79,0,42,0,38,38,0,0
79,0,44,14,36,35,0,0
84,0,-36,-118,4,120,116,0
80,-1,44,27,37,36,0,0
97,0,24,-29,60,74,14,0
106,0,46,0,60,60,0,0
76,0,44,-25,30,32,2,0
78,0,42,16,37,37,0,0
77,0,16,0,21,61,40,1
80,0,42,0,38,39,2,0
106,0,28,-14,69,78,8,0
77,-3,-4,25,21,82,60,1
106,1,26,23,69,80,12,0
86,0,50,804,37,37,0,0
80,0,44,-1,35,36,2,0
79,0,10,8,23,68,46,1
78,1,50,0,27,29,2,0
84,0,56,1,29,28,0,0
81,0,-14,29,25,97,72,1
97,1,20,-18,60,77,16,0
78,0,44,-13,33,34,2,0
107,0,44,-20,62,63,2,0
82,0,10,-10,45,72,26,0
76,0,38,-17,35,37,2,0
96,-3,54,9,40,42,2,0
77,0,50,0,28,28,0,0
100,-7,28,0,64,72,8,0
83,0,52,-6,30,31,2,0
76,0,24,24,39,53,14,0
95,0,36,8,40,59,20,1
79,0,44,31,35,35,0,0
92,-1,-4,0,36,97,60,1
80,0,46,4,34,34,0,0
78,0,18,0,23,60,38,1
81,0,50,29,33,32,0,0
77,0,26,-14,22,52,30,1
77,0,28,12,41,49,8,0
79,0,54,5,25,24,0,0
87,0,54,-22,31,33,2,0
86,5,44,25,43,42,0,0
79,0,36,1,41,43,2,0
95,8,46,-6,46,48,2,0
79,0,54,-20,23,24,2,0
79,0,44,-22,33,35,2,0
86,0,46,8,41,40,0,0
79,0,42,0,37,37,0,0
79,0,28,14,42,51,8,0
79,0,52,0,26,27,0,0
81,2,54,0,27,27,0,0
86,1,44,9,42,42,0,0
97,-5,50,0,41,48,6,1
89,0,2,-7,3,86,84,0
87,0,52,0,36,35,0,0
77,0,-12,0,21,90,68,1
86,-1,44,5,40,42,2,0
75,0,24,17,38,52,14,0
83,0,-2,-2,47,86,40,0
104,0,18,20,67,86,18,0
76,0,20,-25,39,55,16,0
77,-2,36,0,40,41,0,0
99,2,46,0,43,52,10,1
77,0,42,-23,33,35,2,0
88,0,46,-7,40,42,2,0
80,0,50,-19,29,31,2,0
80,0,46,0,33,34,0,0
79,0,38,0,41,41,0,0
110,0,46,-1,62,64,2,0
81,-7,52,0,30,30,0,0
107,8,28,0,69,78,8,0
81,0,24,10,44,57,14,0
87,0,42,0,45,46,2,0
86,0,42,-28,42,44,2,0
76,0,44,5,32,32,0,0
84,0,-14,2,4,100,96,0
82,0,50,10,33,33,0,0
77,1,38,0,39,38,0,0
84,0,46,-1,36,37,2,0
83,3,44,0,38,39,0,0
76,0,-10,25,20,86,66,1
89,0,42,-23,45,48,2,0
79,0,54,0,25,24,0,0
94,0,46,-7,45,48,2,0
86,0,50,0,36,37,0,0
83,0,42,4,42,42,0,0
107,0,72,7,1,35,34,0
106,2,36,-6,69,70,2,0
81,0,38,0,40,42,2,0
76,0,42,0,33,34,2,0
89,0,2,0,4,86,82,0
96,0,54,1,41,42,0,0
79,0,38,-11,38,40,2,0
86,0,56,0,28,29,2,0
77,-5,34,-9,40,43,2,0
79,0,36,0,43,43,0,0
96,-7,12,0,59,83,24,0
78,0,44,0,33,34,2,0
92,6,-2,0,36,95,58,1
88,-2,50,0,38,39,0,0
95,-2,50,0,41,46,6,1
79,1,12,-7,23,66,42,1
85,0,42,3,44,44,0,0
78,-2,50,-25,27,29,2,0
97,0,36,-6,41,60,20,1
77,-5,42,0,34,35,2,0
76,-1,-18,0,20,94,74,1
77,0,46,0,28,30,2,0
81,-5,52,5,30,30,0,0
81,0,12,3,45,68,24,0
95,0,42,9,40,54,14,1
81,0,24,-30,45,58,14,0
82,1,44,-11,37,38,2,0
83,0,42,-16,40,42,2,0
78,0,20,-5,42,57,16,0
77,-1,44,0,22,34,12,1
83,8,-40,13,5,125,120,0
77,0,30,-25,40,46,6,0
79,1,42,-3,35,37,2,0
84,6,46,24,39,38,0,0
84,5,50,0,35,35,0,0
79,-1,52,0,28,28,0,0
85,0,-10,-16,3,95,92,0
93,0,50,19,37,44,6,1
82,0,56,4,26,25,0,0
87,0,52,10,36,35,0,0
84,0,-24,0,4,110,106,0
81,0,52,-9,28,29,2,0
77,0,42,16,36,36,0,0
86,-5,44,6,42,42,0,0
88,0,2,28,3,86,82,0
81,0,28,-19,45,53,8,0
73,-15,-2,13,18,76,58,1
99,0,30,28,61,68,6,0
86,0,50,0,38,37,0,0
78,0,10,4,22,68,46,1
108,0,38,0,67,69,2,0
78,0,24,-26,23,55,32,1
78,-1,0,-5,23,78,56,1
83,0,54,-8,28,29,2,0
81,6,6,7,25,75,50,1
77,-5,8,0,40,69,28,0
80,0,42,-1,37,39,2,0
85,0,46,-9,36,39,2,0
106,3,30,-13,69,75,6,0
77,-3,24,-6,21,54,32,1
77,0,42,1,36,35,0,0
79,0,34,4,42,46,4,0
87,0,56,0,31,30,0,0
82,-6,-32,-27,26,115,90,1
78,0,54,-3,23,24,2,0
77,5,-22,1,21,100,78,1
96,0,54,0,41,42,0,0
83,-6,50,0,32,33,2,0
83,0,56,0,26,26,0,0
77,0,42,20,36,36,0,0
102,0,72,15,1,30,28,0
82,0,-46,0,4,128,124,0
78,1,24,-30,23,55,32,1
82,0,38,0,42,43,2,0
79,4,0,0,42,79,36,0
78,1,12,-14,23,65,42,1
81,0,42,-10,38,40,2,0
83,0,-28,6,27,111,84,1
83,5,34,0,46,49,4,0
84,4,46,7,38,37,0,0
110,0,46,-1,62,64,2,0
77,0,38,0,40,39,0,0
76,-2,38,0,36,37,0,0
92,0,54,-3,36,38,2,0
80,-1,44,0,36,36,0,0
76,3,26,0,39,50,10,0
81,-3,42,-9,37,39,2,0
77,-1,42,-6,34,36,2,0
107,0,50,0,58,58,0,0
106,0,36,0,69,70,2,0
76,7,28,10,40,48,8,0
81,0,50,6,32,32,0,0
81,0,54,18,28,27,0,0
98,0,50,0,42,49,6,1
96,4,10,0,59,86,28,0
82,0,16,7,45,66,22,0
95,-7,16,0,58,79,22,0
86,0,38,0,45,47,2,0
86,6,38,0,47,48,0,0
75,0,38,-2,34,36,2,0
82,0,52,-22,29,30,2,0
86,0,52,9,36,35,0,0
79,0,44,27,36,35,0,0
77,0,38,13,39,38,0,0
86,0,38,-20,46,48,2,0
93,0,46,0,47,46,0,0
81,-1,36,-5,43,44,2,0
77,0,34,-58,41,44,2,0
95,0,44,22,40,51,12,1
83,3,42,0,41,41,0,0
83,0,46,-3,34,36,2,0
87,1,50,-7,36,38,2,0
86,-2,44,2,43,42,0,0
84,0,54,-13,29,30,2,0
95,-7,42,11,40,54,14,1
80,0,10,31,43,70,26,0
87,0,50,24,38,38,0,0
91,0,2,-14,52,88,36,0
86,0,54,9,33,32,0,0
83,0,-28,-2,27,111,84,1
79,0,42,0,38,38,0,0
80,0,42,0,38,39,0,0
81,0,-42,0,4,125,120,0
97,0,44,-26,41,53,12,1
84,11,-6,1530,5,92,88,0
86,0,38,0,48,47,0,0
104,0,24,0,67,80,14,0
90,0,50,14,42,41,0,0
88,0,2,0,3,86,82,0
90,6,46,0,43,43,0,0
76,0,28,21,39,48,8,0
82,0,52,-12,29,30,2,0
96,0,52,18,41,44,4,1
78,0,50,0,27,29,2,0
95,-3,18,0,57,77,20,0
82,0,46,0,36,35,0,0
77,0,-24,-18,41,103,62,0
81,0,54,28,28,27,0,0
80,0,24,12,43,57,14,0
83,0,50,5,34,33,0,0
89,-2,50,0,39,40,0,0
77,0,18,-5,22,59,38,1
97,0,38,0,58,58,0,0
106,-1,34,0,68,72,4,0
77,-7,24,-23,40,54,14,0
86,-2,38,-30,45,47,2,0
81,0,-42,0,4,125,120,0
108,0,42,-11,64,66,2,0
79,0,24,5,42,55,14,0
95,-1,52,21,40,44,4,1
76,1,26,-10,40,50,10,0
79,0,8,-3,43,72,28,0
84,0,60,18,25,24,0,0
85,-6,46,0,39,39,0,0
79,0,26,15,23,53,30,1
77,-2,52,0,26,26,0,0
90,-7,42,-14,46,48,2,0
88,0,0,3,3,88,84,0
95,0,44,10,52,51,0,0
83,-7,42,0,41,41,0,0
86,0,38,-17,45,47,2,0
76,-1,36,-3,39,39,0,0
79,-1,38,0,39,41,2,0
81,0,38,0,43,43,0,0
97,0,24,12,60,74,14,0
77,0,-4,-23,21,82,62,1
106,0,50,0,57,57,0,0
76,0,42,4,35,35,0,0
81,8,44,0,35,37,2,0
81,-1,-40,7973,4,123,120,0
102,0,46,-26,53,55,2,0
76,-2,44,3,32,32,0,0
76,0,36,-16,38,40,2,0
77,1,-4,-5,21,82,62,1
86,0,42,3,45,44,0,0
83,0,44,0,38,39,0,0
86,0,46,0,39,39,0,0
82,-4,38,-10,41,43,2,0
81,0,46,-13,33,35,2,0
106,0,36,0,69,69,0,0
93,0,46,15,48,47,0,0
79,5,6,0,42,74,32,0
83,0,44,-17,37,39,2,0
83,0,38,-10,42,44,2,0
86,2,56,0,30,30,0,0
103,0,70,-18,1,33,32,0
83,0,46,7,37,36,0,0
97,0,52,-4,41,45,4,1
84,0,-20,16,4,105,102,0
78,0,26,1,22,52,30,1
84,0,46,0,36,37,2,0
102,0,52,0,50,50,0,0
89,1,42,0,46,48,2,0
78,0,50,-12,27,29,2,0
82,0,42,0,39,41,2,0
80,0,-2,-4,24,83,58,1
81,7,54,0,27,27,0,0
83,0,42,17,42,41,0,0
102,0,52,6,51,50,0,0
82,0,52,0,29,30,2,0
76,0,42,21,35,35,0,0
81,0,2,13,25,78,54,1
108,0,44,-21,62,64,2,0
81,-4,-4,0,44,86,42,0
85,2,-22,0,4,108,104,0
98,0,46,10,42,51,8,1
76,1,42,-4,33,35,2,0
96,0,54,10,40,42,2,0
104,0,54,12,51,49,0,0
80,0,44,22,37,36,0,0
84,0,44,1,40,41,0,0
92,-1,0,0,37,92,56,1
79,1,42,0,37,37,0,0
104,0,24,1,67,80,14,0
77,0,28,0,26,48,22,0
86,0,50,24,37,37,0,0
108,0,38,0,68,69,0,0
79,0,30,-8,43,48,6,0
83,0,52,-25,30,32,2,0
92,0,56,12,36,35,0,0
87,4,42,0,45,46,2,0
78,0,54,9,25,24,0,0
81,-1,44,-1,36,37,0,0
77,0,42,-21,34,35,2,0
76,0,44,4,32,32,0,0
81,0,-42,0,4,125,122,0
81,0,20,-28,44,60,16,0
81,0,50,0,31,32,0,0
81,0,54,0,27,26,0,0
95,0,54,1,40,41,2,0
77,0,-4,3,21,82,62,1
76,0,-14,8,20,92,72,1
83,5,52,0,30,31,0,0
81,-7,-40,0,4,122,118,0
97,-1,38,-15,56,58,2,0
88,-2,46,0,40,41,0,0
86,0,44,17,43,42,0,0
77,0,26,-14,41,52,10,0
93,0,42,0,51,52,2,0
105,3,26,1,68,79,12,0
83,5,-42,-17,4,126,122,0
86,0,50,18,38,37,0,0
80,0,54,5,27,26,0,0
88,0,42,30,48,47,0,0
79,6,38,0,41,41,0,0
84,0,50,-17,33,35,2,0
75,-1,20,-2,38,54,16,0
83,0,42,-17,39,41,2,0
86,2,56,2,31,30,0,0
93,0,44,0,49,50,0,0
82,0,54,0,26,28,2,0
76,-4,42,0,35,35,0,0
78,0,42,-28,22,37,14,1
79,5,46,0,32,32,0,0
83,0,52,-6,30,31,0,0
78,0,18,25,23,60,38,1
75,0,18,-10,38,57,18,0
83,7,38,-7,42,44,2,0
77,0,-22,23,21,100,80,1
108,0,42,0,65,66,2,0
104,3,70,-1,1,34,32,0
97,-1,50,-1,41,48,6,1
81,0,44,-14,36,37,2,0
76,0,36,6,38,39,2,0
77,0,46,21,31,30,0,0
84,0,42,0,43,43,0,0
92,0,56,31,36,35,0,0
83,0,42,8,42,41,0,0
83,0,34,15,46,49,4,0
102,-3,54,0,49,48,0,0
75,2,24,0,38,52,14,0
80,0,8,13,43,72,28,0
76,0,38,10,38,37,0,0
79,-1,42,11,38,37,0,0
77,0,-22,-23,41,101,60,0
95,0,46,-2,40,49,10,1
84,0,52,0,32,33,0,0
79,3,42,-10,35,37,2,0
93,0,12,10,37,80,42,1
84,0,-40,15,4,125,122,0
77,0,44,-19,31,33,2,0
89,2,38,-12,48,50,2,0
80,2,36,0,43,44,0,0
77,0,0,2,22,77,56,1
76,0,44,20,32,32,0,0
81,0,38,-9,39,42,2,0
85,0,44,-19,40,41,2,0
83,0,52,12,31,31,0,0
76,0,42,9,35,35,0,0
86,-1,50,20,38,37,0,0
88,0,50,27,39,39,0,0
86,-7,52,26,36,35,0,0
84,0,-42,-11,4,128,124,0
82,3,42,0,39,41,2,0
82,0,-40,11,4,123,120,0
84,-2,-40,3,4,125,122,0
87,0,46,19,42,41,0,0
79,0,34,6,42,46,4,0
77,-2,8,0,40,69,28,0
106,-3,44,3,62,62,0,0
88,0,38,0,48,49,2,0
84,0,28,-19,47,55,8,0
97,0,34,11,60,64,4,0
106,0,20,-22,69,85,16,0
96,0,50,-12,40,47,6,1
89,0,46,-11,40,42,2,0
79,0,18,17,42,61,18,0
93,1,18,21,55,75,20,0
88,0,56,5,31,31,0,0
96,4,56,0,40,39,0,0
76,0,46,6,31,30,0,0
95,0,16,-11,58,79,22,0
81,0,36,31,43,44,2,0
96,0,50,5,41,47,6,1
95,0,42,-17,39,54,14,1
81,0,38,0,41,42,0,0
97,8,46,0,41,50,10,1
81,0,28,9,44,52,8,0
77,0,50,2,28,28,0,0
78,7,12,0,22,65,42,1
107,0,64,-3,22,42,20,0
77,4,-10,0,22,88,66,1
85,6,46,0,37,39,2,0
102,-2,70,-10,1,33,32,0
83,0,52,6,32,32,0,0
76,-2,30,4,39,45,6,0
76,0,34,4,39,43,4,0
102,-5,70,-11,1,33,32,0
87,1,46,3,41,41,0,0
85,-4,-22,0,4,108,104,0
83,0,46,8,37,37,0,0
81,0,-6,1,25,88,64,1
79,0,16,-19,43,64,22,0
78,0,16,-12,42,63,22,0
75,-1,42,0,32,34,2,0
93,0,52,0,38,42,4,1
86,0,50,-15,36,37,2,0
96,-4,54,14,40,42,2,0
82,8,44,0,37,38,2,0
84,2,44,0,40,41,0,0
98,0,50,-9,42,49,6,1
86,0,38,0,47,48,0,0
86,0,56,-26,28,30,2,0
79,0,16,0,23,63,40,1
86,0,56,0,29,29,0,0
76,1,44,0,31,32,2,0
85,0,42,0,43,44,0,0
88,0,42,0,47,46,0,0
86,0,46,-3,38,40,2,0
107,-2,50,0,56,58,2,0
79,0,44,2,36,35,0,0
79,0,28,4,42,50,8,0
77,0,-22,9,41,101,60,0
108,0,60,0,45,48,2,0
77,3,-2,22,21,79,58,1
78,8,38,0,39,39,0,0
88,0,50,-8,37,39,2,0
95,0,44,-17,40,51,12,1
84,0,-32,0,4,117,112,0
87,0,38,-11,46,48,2,0
79,0,50,4,30,30,0,0
81,-1,44,22,37,37,0,0
98,0,52,7,42,46,4,1
97,-8,26,-6,60,71,12,0
83,-3,50,-12,32,34,2,0
85,-3,46,-5,38,39,0,0
76,0,34,-2,38,42,4,0
76,0,34,7,40,43,2,0
98,-2,46,0,42,51,10,1
81,0,30,20,45,50,6,0
84,0,38,-13,44,46,2,0
75,0,38,28,37,36,0,0
77,0,34,-3,40,43,2,0
81,0,42,14,40,39,0,0
97,0,44,-9,41,53,12,1
106,0,72,12,1,33,32,0
78,0,12,9,22,65,42,1
93,0,44,0,49,50,0,0
77,0,50,3,28,28,0,0
77,0,-22,0,27,101,74,0
76,0,34,0,38,42,4,0
87,1,42,0,45,46,0,0
76,-7,38,1,38,37,0,0
79,0,6,-17,42,74,32,0
81,2,42,0,40,40,0,0
79,8,42,0,37,38,2,0
78,0,50,0,28,29,0,0
105,-4,72,1,1,33,32,0
81,0,28,6,44,52,8,0
88,0,44,-26,42,44,2,0
79,0,12,-20,23,66,42,1
83,-3,-40,0,4,125,120,0
87,0,56,0,30,30,0,0
75,-2,28,0,38,46,8,0
78,-2,38,-3,39,39,0,0
78,0,8,5,42,70,28,0
77,3,36,2,41,41,0,0
82,-6,52,0,29,30,0,0
98,0,52,25,42,46,4,1
76,0,26,9,40,50,10,0
78,0,46,7,32,32,0,0
85,-7,46,0,38,39,0,0
76,0,46,1,29,29,0,0
83,0,2,3,46,80,34,0
95,-2,18,-8,58,77,18,0
103,1,70,-3,1,33,32,0
84,4,38,-5,43,45,2,0
81,4,42,6,39,39,0,0
81,0,-20,16,26,102,76,1
83,0,56,0,26,26,0,0
104,0,26,6,67,78,12,0
85,1,44,-25,39,41,2,0
80,0,38,0,42,41,0,0
82,-5,56,0,25,25,0,0
84,0,50,2,35,35,0,0
86,0,52,20,35,34,0,0
83,0,44,-25,37,39,2,0
82,1,54,-15,26,28,2,0
104,0,18,-11,67,86,18,0
85,0,56,2,29,28,0,0
81,0,52,-16,28,30,2,0
82,0,46,10,36,35,0,0
106,0,38,0,66,67,0,0
84,0,18,-2,47,66,18,0
81,0,46,0,33,35,2,0
86,0,52,0,35,35,0,0
79,0,10,-28,43,69,26,0
86,-2,42,-9,42,44,2,0
80,0,52,-21,27,28,2,0
97,0,50,8,42,48,6,1
86,0,44,-5,40,42,2,0
81,0,-40,4,4,123,118,0
86,1,60,11,28,27,0,0
83,0,-4,-17,47,88,42,0
89,0,54,0,34,35,0,0
86,2,42,0,43,45,2,0
109,3,60,0,47,49,2,0
84,0,50,0,33,35,2,0
86,0,-24,-15,4,112,108,0
82,-4,38,-29,41,43,2,0
86,-5,46,24,40,39,0,0
82,0,52,-9,29,30,2,0
97,0,38,0,57,59,2,0
80,0,38,9,43,41,0,0
98,0,50,-24,42,49,6,1
88,-1,44,9,43,44,2,0
85,0,54,-14,29,31,2,0
79,-6,52,0,28,28,0,0
79,0,0,0,25,79,54,1
75,0,28,31,38,46,8,0
80,0,-2,-7,43,83,40,0
85,0,44,-9,40,41,2,0
81,0,36,-24,44,45,2,0
74,0,44,0,29,30,2,0
107,0,62,-10,26,45,18,0
96,0,50,-7,41,47,6,1
97,0,46,0,41,50,10,1
78,0,18,17,23,60,38,1
106,21,28,0,69,78,8,0
79,0,24,-5,43,56,14,0
95,0,38,0,40,57,18,1
85,-1,42,0,42,44,2,0
75,0,42,16,34,34,0,0
97,-1,46,0,42,51,8,1
79,0,42,0,36,37,2,0
77,6,34,-10,40,43,2,0
97,0,42,15,41,55,14,1
81,0,54,0,28,27,0,0
76,0,46,0,30,30,0,0
78,0,42,0,37,37,0,0
76,0,38,-16,34,37,2,0
93,0,50,17,37,44,6,1
97,0,46,4,41,51,10,1
78,0,44,-14,33,34,2,0
84,-4,-22,0,3,108,104,0
77,2,26,-13,41,52,10,0
86,0,50,24,38,37,0,0
105,-5,20,-7,68,84,16,0
107,0,70,0,1,37,36,0
88,0,50,25,39,39,0,0
82,0,44,0,38,38,0,0
77,0,42,16,36,36,0,0
87,7,46,7,41,41,0,0
95,0,54,4,40,41,2,0
104,0,26,-2,66,78,12,0
79,-2,44,12,35,35,0,0
74,0,44,0,30,30,0,0
91,0,54,-18,35,37,2,0
86,0,56,-4,27,29,2,0
108,3,54,0,54,54,0,0
96,1,42,-28,41,55,14,1
83,0,28,-7,46,54,8,0
86,1,56,8,31,30,0,0
82,0,50,-7,31,33,2,0
81,3,42,-12,37,39,2,0
99,0,30,25,61,68,6,0
87,4,44,23,44,43,0,0
77,0,20,-6,22,57,34,1
96,0,36,11,40,60,20,1
86,-7,44,0,42,42,0,0
83,0,38,0,43,44,2,0
79,2,46,0,31,32,0,0
106,5,72,7,1,33,32,0
81,0,-42,0,4,125,122,0
79,6,42,0,36,37,2,0
81,-1,42,-2,40,40,0,0
97,0,44,0,41,53,12,1
77,-5,0,0,21,77,56,1
86,0,-2,0,3,89,86,0
77,0,50,2,28,28,0,0
80,1,36,0,43,44,0,0
75,0,38,0,35,36,0,0
88,0,6,0,4,83,78,0
82,0,46,-8,33,35,2,0
77,0,50,-10,26,28,2,0
86,2,56,0,28,30,2,0
88,-1,46,0,43,42,0,0
79,3,26,-26,43,54,10,0
95,0,54,-29,40,41,2,0
83,0,56,0,25,26,0,0
83,-6,38,0,43,44,0,0
97,0,46,0,41,51,10,1
88,0,6,0,5,83,78,0
84,1,42,28,44,43,0,0
92,6,46,0,46,46,0,0
95,0,46,23,40,49,8,1
80,0,6,0,43,75,32,0
95,-1,42,-6,40,54,14,1
77,0,50,0,28,28,0,0
77,0,24,2,40,54,14,0
75,-1,44,22,32,31,0,0
99,-2,44,19,56,55,0,0
83,0,30,24,46,52,6,0
106,0,24,-8,69,83,14,0
78,0,44,13,22,34,12,1
77,0,8,-4,40,69,30,0
80,0,26,-6,43,54,12,0
79,-7,42,0,37,38,2,0
76,2,34,3,40,43,2,0
81,0,-6,21,25,89,64,1
102,0,70,0,1,33,32,0
83,0,42,-16,39,41,2,0
96,0,46,-8,41,50,8,1
77,0,24,-18,40,54,14,0
87,1,46,0,40,41,0,0
76,0,42,1,35,35,0,0
77,0,2,18,40,74,34,0
79,0,8,31,42,71,28,0
79,0,10,2,23,68,46,1
77,-1,42,0,35,36,0,0
78,-3,2,-10,41,75,34,0
76,-13,0,0,22,76,54,1
92,8,-2,0,36,94,58,1
97,0,50,27,41,48,6,1
88,0,44,0,44,44,0,0
86,-2,44,0,41,42,2,0
76,0,34,-20,39,42,2,0
79,0,38,0,41,41,0,0
87,0,44,-19,41,43,2,0
83,0,44,1,38,39,0,0
105,-3,20,-2,68,84,16,0
81,0,-10,-4,25,92,66,1
96,-2,38,-3,41,57,16,1
79,1,52,0,27,27,0,0
83,2,42,29,42,41,0,0
76,0,34,14,39,42,2,0
97,0,34,0,60,64,4,0
89,0,42,0,46,48,2,0
104,-2,20,0,67,84,16,0
78,0,24,-27,23,55,32,1
80,0,42,0,38,39,2,0
81,0,38,0,41,42,0,0
83,0,52,0,32,32,0,0
88,-45,0,0,3,88,84,0
81,-1,50,0,31,32,0,0
78,0,16,-11,23,63,40,1
79,0,44,-22,33,35,2,0
78,0,46,0,32,32,0,0
81,7,56,0,23,24,2,0
96,0,54,-20,40,42,2,0
77,-1,34,2,40,43,4,0
79,0,44,8,35,35,0,0
102,0,72,16,1,29,28,0
90,163,6,0,53,85,32,0
80,0,46,0,33,34,0,0
76,0,44,17,32,32,0,0
79,0,12,16,42,66,24,0
95,0,52,0,40,44,4,1
80,-3,42,-5,38,39,0,0
86,-1,-4,-13,3,91,88,0
107,0,30,6,70,76,6,0
84,0,-32,0,4,117,114,0
83,0,-30,0,4,114,110,0
90,-3,20,0,53,69,16,0
80,-5,46,0,32,34,2,0
109,0,44,0,65,66,0,0
76,-7,38,0,38,37,0,0
78,0,8,-11,42,70,28,0
109,0,38,11,72,71,0,0
81,-1,-12,-12,25,94,68,1
84,0,-22,-2,4,108,104,0
86,-2,56,0,30,30,0,0
86,-1,54,-9,31,32,2,0
80,0,44,-16,34,36,2,0
82,-3,44,-26,36,38,2,0
77,-4,36,2,40,41,0,0
108,-1,38,-2,68,69,0,0
80,5,-2,-20,24,83,58,1
98,0,52,-5,42,46,4,1
78,3,0,3,41,78,36,0
76,-5,0,0,20,76,56,1
87,4,42,-4,44,46,2,0
78,0,42,21,37,37,0,0
96,0,50,0,46,47,0,0
75,0,38,1,37,36,0,0
76,-3,42,0,35,35,0,0
77,0,-4,-15,21,82,60,1
106,0,46,-15,58,60,2,0
81,-1,28,-2,44,52,8,0
87,-5,44,0,42,43,2,0
81,0,-10,0,25,91,66,1
107,-7,46,4,61,60,0,0
92,-1,0,3,36,92,56,1
100,0,42,7,59,59,0,0
96,0,56,0,39,39,0,0
76,0,36,-4,39,40,2,0
88,0,42,0,45,46,2,0
97,0,28,12,60,69,8,0
86,0,52,7,35,35,0,0
107,3,50,22,58,58,0,0
83,-1,46,10,37,36,0,0
83,0,42,1,42,42,0,0
81,0,-42,0,4,125,122,0
97,8,50,0,41,48,8,1
77,0,36,-15,40,41,2,0
109,-6,38,7,71,70,0,0
79,-2,20,-2,24,59,34,1
88,0,44,6,45,44,0,0
77,-2,30,15,40,46,6,0
93,1,44,0,49,50,0,0
93,0,10,3,55,82,28,0
109,0,46,0,64,63,0,0
86,0,44,8,43,42,0,0
79,-2,36,0,42,43,0,0
81,0,54,-5,26,27,2,0
87,4,50,10,38,38,0,0
79,0,46,0,30,32,2,0
77,0,26,0,22,52,30,1
78,0,24,-26,41,55,14,0
97,0,24,-22,60,73,14,0
79,0,28,-15,42,50,8,0
83,0,50,31,34,34,0,0
78,-2,26,-3,22,52,30,1
84,2,28,-19,47,55,8,0
77,0,38,0,39,39,0,0
77,0,44,-19,31,33,2,0
78,0,44,-16,33,34,2,0
96,0,56,0,40,39,0,0
106,108,36,25,69,69,0,0
85,8,42,0,42,44,2,0
97,1,44,10,53,53,0,0
107,0,38,13,69,68,0,0
78,0,38,3,40,39,0,0
98,1,38,-16,42,59,16,1
83,2,34,0,46,49,4,0
87,0,50,-13,36,38,2,0
82,1,42,1,41,41,0,0
77,-5,30,10,40,46,6,0
80,0,30,7,43,49,6,0
82,0,50,-6,31,33,2,0
103,-2,28,0,66,75,8,0
81,0,52,0,28,30,2,0
81,2,44,0,37,37,0,0
103,0,34,0,66,69,4,0
81,-1,44,-1,36,37,2,0
79,6,38,0,40,41,0,0
83,0,52,-12,30,31,2,0
87,2,42,-10,44,46,2,0
91,1,6,0,53,86,32,0
103,0,34,5,66,69,4,0
78,0,26,3,41,52,12,0
106,-6,30,0,69,75,6,0
77,0,-30,-12,22,108,86,1
106,-4,44,0,61,62,2,0
106,0,50,3,56,57,0,0
80,0,50,0,31,31,0,0
90,0,44,-15,45,46,2,0
75,-2,42,0,32,34,2,0
88,0,50,27,40,39,0,0
83,-2,30,0,46,52,6,0
75,-1,28,0,38,46,8,0
77,0,46,11,22,31,10,1
95,0,52,4,39,43,4,1
79,1,38,0,38,40,2,0
110,0,38,0,72,71,0,0
77,7,38,0,39,38,0,0
83,0,46,0,37,37,0,0
82,0,46,-1,33,35,2,0
77,0,10,-3,40,66,26,0
91,0,2,1,35,88,54,1
80,1,38,0,42,41,0,0
82,0,46,18,36,35,0,0
102,0,50,31,53,53,0,0
82,0,46,-4,33,35,2,0
83,0,52,-24,30,32,2,0
86,-3,56,0,29,30,0,0
90,0,46,0,43,43,0,0
82,0,38,0,44,43,0,0
81,0,46,-1,33,35,2,0
98,0,46,22,42,51,10,1
81,0,44,8,37,37,0,0
81,1,46,0,34,34,0,0
108,0,44,0,63,64,0,0
76,0,-12,-2,20,89,68,1
80,0,52,24,29,28,0,0
77,0,44,-1,32,34,2,0
88,-1,44,-2,43,44,2,0
83,0,10,4,46,72,26,0
88,0,46,-7,39,41,2,0
78,-1,46,0,31,32,0,0
